SKILL_20150317_000001	Атака
SKILL_20150317_000388	[Seedmia] Физический, Strike, Poison Property, 1 Range Attack
SKILL_20150317_000389	[Glock] Физический, Slash, Dark Property Attack
SKILL_20150317_000390	[Glock] Magic, Magic, Dark Property Attack
SKILL_20150317_000391	[Wupent] Физический, Slash, Ice Property Attack Ice Debuff
SKILL_20150317_000392	[Wupent] Физический, Slash, Ice Property Attack
SKILL_20150317_000393	[Rodelin] Физический, Slash, Dark Property Attack
SKILL_20150317_000394	[Rodelin] Физический, Slash, Dark Property Straight Range Attack
SKILL_20150317_000395	[Rodelin] Физический, Slash, Dark Property Round Target
SKILL_20150317_000396	[Glizardon] Физический, Slash, Dark Property Attack 2 times,
SKILL_20150317_000397	[Glizardon] Физический, Slash, Dark Property Heal Wind Attack 4 times
SKILL_20150317_000398	[Glizardon] Физический, Slash, Dark Property Smash Attack
SKILL_20150317_000399	[Coliers] Физический, Strike, Dark Property Attack
SKILL_20150317_000400	[Red Loxodon] Физический, Strike, Урон Свойством Огня Attack
SKILL_20150317_000401	[Beeteros] Физический, Strike, Poison Property Attack
SKILL_20150317_000402	[Mentiwood] Физический, Slash, Lightning Property Attack
SKILL_20150317_000403	[Mentiwood] Физический, Slash, Lightning Property Two-handed Attack
SKILL_20150317_000404	[Egnome] Magic, Magic, Lightning Property Attack 2 times
SKILL_20150317_000405	[Egnome] Magic, Magic, Lightning Property Fall Attack
SKILL_20150317_000406	[Beetow] Физический, Slash, Lightning Property Attack
SKILL_20150317_000407	[Beetow] Физический, Slash, Lightning Property
SKILL_20150317_000408	[Pawndel] Физический, Slash, Dark Property Attack
SKILL_20150317_000409	[Pawndel] Физический, Slash, Dark Property Attack 3 times
SKILL_20150317_000410	[Carcashu] Физический, Strike, Poison Property Attack
SKILL_20150317_000411	[Carcashu] Физический, Strike, Poison Property Attack 4 times
SKILL_20150317_000412	[Black Maize] Физический, Strike, Poison Property
SKILL_20150317_000413	[Firent] Физический, Earth Property, Strike Attack
SKILL_20150317_000414	[Firent]
SKILL_20150317_000415	[Specter Monarch]
SKILL_20150317_000416	[Golem] Continuous Attack, Right
SKILL_20150317_000417	[Golem] Continuous Attack, Left
SKILL_20150317_000418	[Golem] Light Smash
SKILL_20150317_000419	[Golem] Smash
SKILL_20150317_000420	[Golem] Roar
SKILL_20150317_000421	[Firent] Use Transforce Buff
SKILL_20150317_000422	[Velwriggler] Физический, Slash, Poison Property Attack
SKILL_20150317_000423	[Lichenclops] Физический, Slash, Poison Property Attack
SKILL_20150317_000424	[Dumaro] Физический, Slash, Poison Property Attack
SKILL_20150317_000425	[Ticen] Физический, Pierce, Dark Property Attack
SKILL_20150317_000426	[Tucen] Физический, Strike, Poison Property Attack
SKILL_20150317_000427	[Siaulamb Warrior] Физический, Slash, Poison Property Attack
SKILL_20150317_000428	[Siaulamb Lagoon] Физический, Strike, Poison Property Attack
SKILL_20150317_000429	[Siaulamb Shaman] Физический, Strike, Poison Property Attack
SKILL_20150317_000430	[Minivern] Физический, Strike, Ice Property Attack
SKILL_20150317_000431	[Cronewt] Физический, Strike, Poison Property Attack
SKILL_20150317_000432	[Infrohoglan] Физический, Strike, Poison Property Attack
SKILL_20150317_000433	[Colistump] Физический, Strike, Lightning Property Attack
SKILL_20150317_000434	[Lapasape] Физический, Slash, Poison Property Attack
SKILL_20150317_000435	[Infroblud] Физический, Strike, Poison Property Attack
SKILL_20150317_000436	[Leaf Bug] 1 hit Физический, Earth Property, Strike
SKILL_20150317_000437	[Hanaming] 1 hitPhysical, Earth Property, Strike
SKILL_20150317_000438	[Crystal Spider] 1 hit Физический, Ice Property, Pierce
SKILL_20150317_000439	[Gray Jukopus] 1 hit Magic, Ice Property, Strike
SKILL_20150317_000440	[Gray Pokubu]
SKILL_20150317_000441	[Red Vubbe Archer] Range, Pierce, Урон Свойством Огня Attack
SKILL_20150317_000442	[Red Fisherman] 1 hit Физический, Strike, Урон Свойством Огня
SKILL_20150317_000443	[Red Fisherman] Magic, Buff, Aggressor Buff Skill
SKILL_20150317_000444	[Simorph] Физический, Earth Property, Strike
SKILL_20150317_000445	[Duckey] Физический, Strike, Урон Свойством Огня Attack
SKILL_20150317_000446	[Yognome] Magic, Magic, Lightning Property Attack
SKILL_20150317_000447	[Pawnd] Физический, Range, Dark Property Attack
SKILL_20150317_000448	[Pendinmire]
SKILL_20150317_000449	[Brown Zigri] Физический, Slash, Earth Property Attack
SKILL_20150317_000450	[Brown Zigri] Физический, Slash, Earth Property Attack 2 times
SKILL_20150317_000451	[Black Zigri] Физический, Slash, Dark Property Attack
SKILL_20150317_000452	[Black Zigri] Физический, Slash, Dark Property Attack 2 times
SKILL_20150317_000453	[Blin] Физический, Strike, Dark Property Attack
SKILL_20150317_000454	[Zinutekas] Физический, Pierce, Earth Property Attack
SKILL_20150317_000455	[Zinutekas] Физический, Pierce, Earth Property Attack 2 times
SKILL_20150317_000456	[Red Griba] Физический, Strike, Урон Свойством Огня Attack
SKILL_20150317_000457	[Red Griba] Физический, Strike, Урон Свойством Огня Attack 2 times
SKILL_20150317_000458	[Red Old Kepa] Физический, Strike, Урон Свойством Огня Attack
SKILL_20150317_000459	[Black Rafflesia] Range, Magic, Dark Property Range Shoot
SKILL_20150317_000460	[Black Rafflesia] Физический, Magic, Dark Property Attack
SKILL_20150317_000461	[Red Infrorocktor] Физический, Strike, Урон Свойством Огня Attack
SKILL_20150317_000462	[Red Infrorocktor] Magic, Increase Block Buff
SKILL_20150317_000463	[Green Ellom] Физический, Strike, Poison Property Attack
SKILL_20150317_000464	[Pokuborn] Физический, Pierce, Poison Property Attack
SKILL_20150317_000465	[Pokuborn] Физический, Pierce, Lightning Property Attack
SKILL_20150317_000466	[Vubbe Chaser] Физический, Pierce, Dark Property Attack 2 times
SKILL_20150317_000467	[Vubbe Chaser] Физический, Pierce, Dark Property, Attack 5 times
SKILL_20150317_000468	[Shaman Doll] Физический, Pierce, Dark Property Attack
SKILL_20150317_000469	[Green Drake] Физический, Strike, Poison Property Attack
SKILL_20150317_000470	[Green Drake] Magic, Magic, Poison Property Attack
SKILL_20150317_000471	[Black Drake] Физический, Strike, Dark Property Attack
SKILL_20150317_000472	[Black Drake] Magic, Magic, Dark Property Attack
SKILL_20150317_000473	[Vubbe Warrior] Физический, Slash, Dark Property Attack
SKILL_20150317_000474	[Blue Puragi] Физический, Strike, Ice Property Attack
SKILL_20150317_000475	[Red Vubbe Thief] Физический, Pierce, Урон Свойством Огня Attack 1 time
SKILL_20150317_000476	[Black Big Gribaru] Физический, Strike, Dark Property Attack
SKILL_20150317_000477	[Black Big Gribaru] Magic, Magic, Dark Property Attack
SKILL_20150317_000478	[Black Кровососы] Физический, Pierce, Dark Property Attack
SKILL_20150317_000479	[Rubblem] Физический, Strike, Earth Property Attack
SKILL_20150317_000480	[Matsum] Magic, Strike, Урон Свойством Огня. Fire ball Summon
SKILL_20150317_000481	[Pawndel] Физический, Slash, Dark Property Attack 2 times
SKILL_20150317_000482	[Dionia] Физический Non-Property Strike
SKILL_20150317_000483	[Dionia] Magic Poison Property Strike
SKILL_20150317_000484	[Bearkaras] Физический Earth Property Strike
SKILL_20150317_000485	[Bearkaras] Физический Earth Property Slash
SKILL_20150317_000486	[Abomination] Физический Non-Property Strike
SKILL_20150317_000487	[Abomination] Magic Non-Property Magic
SKILL_20150317_000488	[Dazzled Specter] Физический Dark Property Magic
SKILL_20150317_000489	[Rikaus] Физический Non-Property Strike
SKILL_20150317_000490	[Rikaus] Физический Dark Property Strike
SKILL_20150317_000491	[Bramble] Физический Non-Property Strike
SKILL_20150317_000492	[Bramble] Физический Non-Property Pierce
SKILL_20150317_000493	[Molich] Физический Dark Property Strike
SKILL_20150317_000494	[Molich] Magic Dark Property Magic
SKILL_20150317_000495	[Sequoia] Физический Non-Property Strike
SKILL_20150317_000496	[Sequoia] Физический Урон Свойством Огня Strike
SKILL_20150317_000497	[Sequoia] Magic Урон Свойством Огня Magic
SKILL_20150317_000498	[Rikaus] Magic Dark Property Magic
SKILL_20150317_000499	[Sparnasman] Физический Non-Property Strike
SKILL_20150317_000500	[Sparnasman] Физический Non-Property Magic
SKILL_20150317_000501	[Tomb Maiden] Magic Non-Property Magic
SKILL_20150317_000502	[Tomb Maiden] Физический Non-Property Strike
SKILL_20150317_000503	[Kubas] Физический Non-Property Magic
SKILL_20150317_000504	[Kubas] Физический Lightning Property Magic
SKILL_20150317_000505	[Kubas] Физический Ice Property Magic
SKILL_20150317_000506	[Kubas] Физический Урон Свойством Огня Magic
SKILL_20150317_000507	[Grinender] Физический Урон Свойством Огня Strike
SKILL_20150317_000508	[Grinender] Физический Урон Свойством Огня Pierce
SKILL_20150317_000509	[Grinender] Физический Урон Свойством Огня Magic
SKILL_20150317_000510	[Grinender] Magic Урон Свойством Огня Magic
SKILL_20150317_000511	[Pyroego] Физический Урон Свойством Огня Strike
SKILL_20150317_000512	[Pyroego] Magic Урон Свойством Огня Magic
SKILL_20150317_000513	[Lithorex] Magic Poison Property Magic
SKILL_20150317_000514	[Lithorex] Magic Non-Property Magic
SKILL_20150317_000515	[Molich] Физический Non-Property Strike
SKILL_20150317_000516	[Link Roller] Magic Lightning Property Magic
SKILL_20150317_000517	[Deadborn] Физический Dark Property Strike
SKILL_20150317_000518	[Deadborn] Физический Dark Property Slash
SKILL_20150317_000519	[Salamander] Физический Урон Свойством Огня Strike
SKILL_20150317_000520	[Salamander] Физический Урон Свойством Огня Pierce
SKILL_20150317_000521	[Kepachieftain] Физический Non-Property Strike
SKILL_20150317_000522	[Kepachieftain] Magic Non-Property Strike
SKILL_20150317_000523	[Golem] Физический Earth Property Strike
SKILL_20150317_000524	[Dazzled Specter] Magic Dark Property Strike
SKILL_20150317_000525	[Specter Monarch] Magic Dark Property Magic
SKILL_20150317_000526	[Mirtis] Физический Dark Property Slash
SKILL_20150317_000527	[Mirtis] Физический Dark Property Magic
SKILL_20150317_000528	[Mirtis] Magic Dark Property Magic
SKILL_20150317_000529	[Mirtis] Magic Dark Property Slash
SKILL_20150317_000530	[Saltistter] Физический Ice Property Strike
SKILL_20150317_000531	[Saltistter] Физический Ice Property Magic
SKILL_20150317_000532	[Woodspirit] Физический Non-Property Strike
SKILL_20150317_000533	[Woodspirit] Физический Non-Property Magic
SKILL_20150317_000534	[Woodspirit] Magic Non-Property Magic
SKILL_20150317_000535	[Stone_Whale] Magic Earth Property Magic
SKILL_20150317_000536	[Ginklas] Физический Урон Свойством Огня Strike
SKILL_20150317_000537	[Yonazolem] Физический Non-Property Strike
SKILL_20150317_000538	[Yonazolem] Magic Non-Property Strike
SKILL_20150317_000539	[Tutu] Физический Poison Property Strike
SKILL_20150317_000540	[Tutu] Magic Poison Property Magic
SKILL_20150317_000541	[Biteregina] Физический Non-Property Pierce
SKILL_20150317_000542	[Biteregina] Физический Poison Property Slash
SKILL_20150317_000543	[Biteregina] Физический Poison Property Magic
SKILL_20150317_000544	[Master Genie] Физический Non-Property Strike
SKILL_20150317_000545	[Master Genie] Magic Ice Property Magic
SKILL_20150317_000546	[Iltiswort] Физический Non-Property Strike
SKILL_20150317_000547	[Iltiswort] Физический Poison Property Magic
SKILL_20150317_000548	[Lepus] Физический Non-Property Slash
SKILL_20150317_000549	[Mushcaria] Физический Poison Property Magic
SKILL_20150317_000550	[Mushcaria] Физический Poison Property Strike
SKILL_20150317_000551	[Ellaganos] Физический Non-Property Strike
SKILL_20150317_000552	[Dionia] Magic Non-Property Magic
SKILL_20150317_000553	[Stone_Whale] Физический Earth Property Strike
SKILL_20150317_000554	[Stone_Whale] Физический Earth Property Pierce
SKILL_20150317_000555	[Ginklas] Физический Урон Свойством Огня Magic
SKILL_20150317_000556	[Lepus] Magic Non-Property Strike
SKILL_20150317_000557	[Giantredwood] Magic Урон Свойством Огня Pierce
SKILL_20150317_000558	[Bebraspion] Физический Non-Property Strike
SKILL_20150317_000559	[Bebraspion] Физический Lightning Property Strike
SKILL_20150317_000560	[Sparnas] Физический Non-Property Strike
SKILL_20150317_000561	[Sparnas] Физический Non-Property Pierce
SKILL_20150317_000562	[Sparnas] Физический Lightning Property Magic
SKILL_20150317_000563	[Rajatoad] Magic Non-Property Magic
SKILL_20150317_000564	[Rajatoad] Физический Ice Property Strike
SKILL_20150317_000565	[Chafer] Физический Poison Property Slash
SKILL_20150317_000566	[Chafer] Физический Poison Property Pierce
SKILL_20150317_000567	[Chafer] Физический Poison Property Magic
SKILL_20150317_000568	[Throneweaver] Физический Poison Property Magic
SKILL_20150317_000569	[Throneweaver] Физический Poison Property Strike
SKILL_20150317_000570	[Throneweaver] Magic Poison Property Magic
